변환,경제성장률
1982/08,1.3826666666666665
1982/09,2.074
1982/10,1.049
1982/11,2.098
1982/12,3.147
1983/01,1.4766666666666666
1983/02,2.953333333333333
1983/03,4.43
1983/04,1.0293333333333334
1983/05,2.058666666666667
1983/06,3.088
1983/07,1.238
1983/08,2.476
1983/09,3.714
1983/10,0.23866666666666667
1983/11,0.47733333333333333
1983/12,0.716
1984/01,1.4603333333333335
1984/02,2.920666666666667
1984/03,4.381
1984/04,0.8353333333333333
1984/05,1.6706666666666665
1984/06,2.506
1984/07,0.4543333333333333
1984/08,0.9086666666666666
1984/09,1.363
1984/10,0.162
1984/11,0.324
1984/12,0.486
1985/01,0.9369999999999999
1985/02,1.8739999999999999
1985/03,2.811
1985/04,0.8029999999999999
1985/05,1.6059999999999999
1985/06,2.409
1985/07,0.3793333333333333
1985/08,0.7586666666666666
1985/09,1.138
1985/10,1.0163333333333333
1985/11,2.0326666666666666
1985/12,3.049
1986/01,0.6416666666666667
1986/02,1.2833333333333334
1986/03,1.9250000000000003
1986/04,1.299
1986/05,2.598
1986/06,3.897
1986/07,1.439
1986/08,2.878
1986/09,4.317
1986/10,0.52
1986/11,1.04
1986/12,1.56
1987/01,1.0706666666666667
1987/02,2.1413333333333333
1987/03,3.2119999999999997
1987/04,1.651
1987/05,3.302
1987/06,4.953
1987/07,0.3253333333333333
1987/08,0.6506666666666666
1987/09,0.976
1987/10,0.6783333333333333
1987/11,1.3566666666666667
1987/12,2.035
1988/01,2.5676666666666668
1988/02,5.1353333333333335
1988/03,7.703
1988/04,-0.7203333333333334
1988/05,-1.4406666666666668
1988/06,-2.161
1988/07,1.0486666666666666
1988/08,2.0973333333333333
1988/09,3.146
1988/10,1.085
1988/11,2.17
1988/12,3.255
1989/01,0.014333333333333332
1989/02,0.028666666666666663
1989/03,0.043
1989/04,0.48700000000000004
1989/05,0.9740000000000001
1989/06,1.461
1989/07,0.8546666666666667
1989/08,1.7093333333333334
1989/09,2.564
1989/10,1.3766666666666667
1989/11,2.7533333333333334
1989/12,4.13
1990/01,0.3396666666666666
1990/02,0.6793333333333332
1990/03,1.019
1990/04,0.7436666666666666
1990/05,1.4873333333333332
1990/06,2.231
1990/07,1.0776666666666668
1990/08,2.1553333333333335
1990/09,3.2330000000000005
1990/10,0.6776666666666666
1990/11,1.3553333333333333
1990/12,2.033
1991/01,1.25
1991/02,2.5
1991/03,3.75
1991/04,0.5536666666666666
1991/05,1.1073333333333333
1991/06,1.661
1991/07,0.715
1991/08,1.43
1991/09,2.145
1991/10,0.8346666666666667
1991/11,1.6693333333333333
1991/12,2.504
1992/01,0.5933333333333334
1992/02,1.1866666666666668
1992/03,1.7800000000000002
1992/04,0.23399999999999999
1992/05,0.46799999999999997
1992/06,0.702
1992/07,0.02266666666666667
1992/08,0.04533333333333334
1992/09,0.068
1992/10,0.5203333333333333
1992/11,1.0406666666666666
1992/12,1.561
1993/01,0.6636666666666667
1993/02,1.3273333333333335
1993/03,1.991
1993/04,0.855
1993/05,1.71
1993/06,2.565
1993/07,0.6146666666666667
1993/08,1.2293333333333334
1993/09,1.844
1993/10,0.638
1993/11,1.276
1993/12,1.9140000000000001
1994/01,0.9723333333333333
1994/02,1.9446666666666665
1994/03,2.917
1994/04,0.5439999999999999
1994/05,1.0879999999999999
1994/06,1.6319999999999997
1994/07,0.5606666666666666
1994/08,1.1213333333333333
1994/09,1.682
1994/10,1.31
1994/11,2.62
1994/12,3.93
1995/01,0.6966666666666667
1995/02,1.3933333333333333
1995/03,2.09
1995/04,0.6739999999999999
1995/05,1.3479999999999999
1995/06,2.022
1995/07,0.6920000000000001
1995/08,1.3840000000000001
1995/09,2.076
1995/10,0.6236666666666667
1995/11,1.2473333333333334
1995/12,1.871
1996/01,0.636
1996/02,1.272
1996/03,1.908
1996/04,0.6733333333333333
1996/05,1.3466666666666667
1996/06,2.02
1996/07,0.5863333333333333
1996/08,1.1726666666666665
1996/09,1.759
1996/10,0.564
1996/11,1.128
1996/12,1.6919999999999997
1997/01,0.156
1997/02,0.312
1997/03,0.46799999999999997
1997/04,1.1836666666666666
1997/05,2.3673333333333333
1997/06,3.551
1997/07,0.264
1997/08,0.528
1997/09,0.792
1997/10,-0.152
1997/11,-0.304
1997/12,-0.45599999999999996
1998/01,-2.2726666666666664
1998/02,-4.545333333333333
1998/03,-6.818
1998/04,-0.26933333333333337
1998/05,-0.5386666666666667
1998/06,-0.808
1998/07,0.5823333333333334
1998/08,1.1646666666666667
1998/09,1.747
1998/10,0.832
1998/11,1.664
1998/12,2.496
1999/01,1.0116666666666667
1999/02,2.0233333333333334
1999/03,3.035
1999/04,1.461
1999/05,2.922
1999/06,4.383
1999/07,0.927
1999/08,1.854
1999/09,2.781
1999/10,0.9620000000000001
1999/11,1.9240000000000002
1999/12,2.886
2000/01,0.5810000000000001
2000/02,1.1620000000000001
2000/03,1.7430000000000003
2000/04,0.5136666666666666
2000/05,1.0273333333333332
2000/06,1.541
2000/07,0.9153333333333333
2000/08,1.8306666666666667
2000/09,2.746
2000/10,-0.11066666666666668
2000/11,-0.22133333333333335
2000/12,-0.332
2001/01,0.3353333333333333
2001/02,0.6706666666666666
2001/03,1.006
2001/04,0.5026666666666667
2001/05,1.0053333333333334
2001/06,1.508
2001/07,0.4246666666666667
2001/08,0.8493333333333334
2001/09,1.274
2001/10,0.5066666666666667
2001/11,1.0133333333333334
2001/12,1.52
2002/01,0.9286666666666666
2002/02,1.8573333333333333
2002/03,2.786
2002/04,0.6346666666666666
2002/05,1.2693333333333332
2002/06,1.904
2002/07,0.619
2002/08,1.238
2002/09,1.857
2002/10,0.31466666666666665
2002/11,0.6293333333333333
2002/12,0.944
2003/01,-0.17900000000000002
2003/02,-0.35800000000000004
2003/03,-0.537
2003/04,0.022000000000000002
2003/05,0.044000000000000004
2003/06,0.066
2003/07,0.533
2003/08,1.066
2003/09,1.5990000000000002
2003/10,0.85
2003/11,1.7
2003/12,2.55
2004/01,0.47433333333333333
2004/02,0.9486666666666667
2004/03,1.423
2004/04,0.27799999999999997
2004/05,0.5559999999999999
2004/06,0.8339999999999999
2004/07,0.08533333333333333
2004/08,0.17066666666666666
2004/09,0.256
2004/10,0.2733333333333333
2004/11,0.5466666666666666
2004/12,0.82
2005/01,0.312
2005/02,0.624
2005/03,0.9359999999999999
2005/04,0.625
2005/05,1.25
2005/06,1.875
2005/07,0.46799999999999997
2005/08,0.9359999999999999
2005/09,1.404
2005/10,0.38233333333333336
2005/11,0.7646666666666667
2005/12,1.147
2006/01,0.53
2006/02,1.06
2006/03,1.59
2006/04,0.24066666666666667
2006/05,0.48133333333333334
2006/06,0.722
2006/07,0.5223333333333333
2006/08,1.0446666666666666
2006/09,1.567
2006/10,0.27699999999999997
2006/11,0.5539999999999999
2006/12,0.831
2007/01,0.591
2007/02,1.182
2007/03,1.773
2007/04,0.5643333333333334
2007/05,1.1286666666666667
2007/06,1.693
2007/07,0.39466666666666667
2007/08,0.7893333333333333
2007/09,1.184
2007/10,0.6563333333333333
2007/11,1.3126666666666666
2007/12,1.9689999999999999
2008/01,0.25133333333333335
2008/02,0.5026666666666667
2008/03,0.754
2008/04,0.12133333333333333
2008/05,0.24266666666666667
2008/06,0.364
2008/07,0.22133333333333335
2008/08,0.4426666666666667
2008/09,0.664
2008/10,-1.1246666666666667
2008/11,-2.2493333333333334
2008/12,-3.374
2009/01,0.08800000000000001
2009/02,0.17600000000000002
2009/03,0.264
2009/04,0.4506666666666667
2009/05,0.9013333333333334
2009/06,1.352
2009/07,1.0170000000000001
2009/08,2.0340000000000003
2009/09,3.051
2009/10,0.244
2009/11,0.488
2009/12,0.732
2010/01,0.781
2010/02,1.562
2010/03,2.343
2010/04,0.5386666666666667
2010/05,1.0773333333333335
2010/06,1.616
2010/07,0.33899999999999997
2010/08,0.6779999999999999
2010/09,1.017
2010/10,0.4706666666666666
2010/11,0.9413333333333332
2010/12,1.412
2011/01,0.3183333333333333
2011/02,0.6366666666666666
2011/03,0.9549999999999998
2011/04,0.14466666666666667
2011/05,0.28933333333333333
2011/06,0.434
2011/07,0.15433333333333335
2011/08,0.3086666666666667
2011/09,0.4630000000000001
2011/10,0.22366666666666668
2011/11,0.44733333333333336
2011/12,0.671
2012/01,0.31866666666666665
2012/02,0.6373333333333333
2012/03,0.956
2012/04,0.14066666666666666
2012/05,0.2813333333333333
2012/06,0.422
2012/07,0.14866666666666667
2012/08,0.29733333333333334
2012/09,0.446
2012/10,0.24833333333333332
2012/11,0.49666666666666665
2012/12,0.745
2013/01,0.26433333333333336
2013/02,0.5286666666666667
2013/03,0.7930000000000001
2013/04,0.37666666666666665
2013/05,0.7533333333333333
2013/06,1.13
2013/07,0.3343333333333333
2013/08,0.6686666666666666
2013/09,1.003
2013/10,0.292
2013/11,0.584
2013/12,0.8759999999999999
2014/01,0.25566666666666665
2014/02,0.5113333333333333
2014/03,0.7669999999999999
2014/04,0.3163333333333333
2014/05,0.6326666666666666
2014/06,0.9489999999999998
2014/07,0.08600000000000001
2014/08,0.17200000000000001
2014/09,0.258
2014/10,0.17733333333333334
2014/11,0.3546666666666667
2014/12,0.532
2015/01,0.288
2015/02,0.576
2015/03,0.8639999999999999
2015/04,0.14333333333333334
2015/05,0.2866666666666667
2015/06,0.43000000000000005
2015/07,0.49466666666666664
2015/08,0.9893333333333333
2015/09,1.484
2015/10,0.25766666666666665
2015/11,0.5153333333333333
2015/12,0.7729999999999999
2016/01,0.12766666666666668
2016/02,0.25533333333333336
2016/03,0.383
2016/04,0.418
2016/05,0.836
2016/06,1.254
2016/07,0.12966666666666668
2016/08,0.25933333333333336
2016/09,0.389
2016/10,0.25766666666666665
2016/11,0.5153333333333333
2016/12,0.7729999999999999
2017/01,0.373
2017/02,0.746
2017/03,1.119
2017/04,0.246
2017/05,0.492
2017/06,0.738
2017/07,0.45999999999999996
2017/08,0.9199999999999999
2017/09,1.38
2017/10,-0.076
2017/11,-0.152
2017/12,-0.22799999999999998
2018/01,0.48433333333333334
2018/02,0.9686666666666667
2018/03,1.453
2018/04,0.26166666666666666
2018/05,0.5233333333333333
2018/06,0.7849999999999999
2018/07,0.17333333333333334
2018/08,0.3466666666666667
2018/09,0.52
2018/10,0.18933333333333333
2018/11,0.37866666666666665
2018/12,0.568
2019/01,0.019333333333333334
2019/02,0.03866666666666667
2019/03,0.058
2019/04,0.443
2019/05,0.886
2019/06,1.329
2019/07,0.07166666666666667
2019/08,0.14333333333333334
2019/09,0.21500000000000002
2019/10,0.33499999999999996
2019/11,0.6699999999999999
2019/12,1.005
2020/01,-0.4286666666666667
2020/02,-0.8573333333333334
2020/03,-1.286
2020/04,-0.9133333333333334
2020/05,-1.8266666666666669
2020/06,-2.74
2020/07,0.7363333333333334
2020/08,1.4726666666666668
2020/09,2.209
2020/10,0.5246666666666667
2020/11,1.0493333333333335
2020/12,1.5740000000000003
2021/01,0.5143333333333333
2021/02,1.0286666666666666
2021/03,1.543
2021/04,0.448
2021/05,0.896
2021/06,1.344
2021/07,0.011333333333333334
2021/08,0.02266666666666667
2021/09,0.034
2021/10,0.5313333333333333
2021/11,1.0626666666666666
2021/12,1.5939999999999999
2022/01,0.161
2022/02,0.322
2022/03,0.483
2022/04,0.266
2022/05,0.532
2022/06,0.798
2022/07,0.13
2022/08,0.26
2022/09,0.39
2022/10,-0.15066666666666667
2022/11,-0.30133333333333334
2022/12,-0.452
2023/01,0.14666666666666667
2023/02,0.29333333333333333
2023/03,0.44
2023/04,0.18366666666666667
2023/05,0.36733333333333335
2023/06,0.551
2023/07,0.251
2023/08,0.502
2023/09,0.753
2023/10,0.15166666666666667
2023/11,0.30333333333333334
2023/12,0.455
2024/01,0.43333333333333335
2024/02,0.8666666666666667
2024/03,1.3
2024/04,-0.076
2024/05,-0.152
2024/06,-0.22799999999999998
2024/07,0.04466666666666667
2024/08,0.08933333333333333
2024/09,0.134
