변환,GDP_변동률
2018/05,0.3
2018/06,0.3
2018/07,0.43333333333333335
2018/08,0.43333333333333335
2018/09,0.43333333333333335
2018/10,0.0
2018/11,0.0
2018/12,0.0
2019/01,-0.16666666666666666
2019/02,-0.16666666666666666
2019/03,-0.16666666666666666
2019/04,0.43333333333333335
2019/05,0.43333333333333335
2019/06,0.43333333333333335
2019/07,0.06666666666666667
2019/08,0.06666666666666667
2019/09,0.06666666666666667
2019/10,0.3333333333333333
2019/11,0.3333333333333333
2019/12,0.3333333333333333
2020/01,-0.43333333333333335
2020/02,-0.43333333333333335
2020/03,-0.43333333333333335
2020/04,-0.3666666666666667
2020/05,-0.3666666666666667
2020/06,-0.3666666666666667
2020/07,0.9666666666666667
2020/08,0.9666666666666667
2020/09,0.9666666666666667
2020/10,0.4666666666666666
2020/11,0.4666666666666666
2020/12,0.4666666666666666
2021/01,0.7333333333333334
2021/02,0.7333333333333334
2021/03,0.7333333333333334
2021/04,0.8333333333333334
2021/05,0.8333333333333334
2021/06,0.8333333333333334
2021/07,0.6333333333333333
2021/08,0.6333333333333333
2021/09,0.6333333333333333
2021/10,0.6
2021/11,0.6
2021/12,0.6
2022/01,0.3333333333333333
2022/02,0.3333333333333333
2022/03,0.3333333333333333
2022/04,0.3666666666666667
2022/05,0.3666666666666667
2022/06,0.3666666666666667
2022/07,-0.16666666666666666
2022/08,-0.16666666666666666
2022/09,-0.16666666666666666
2022/10,0.0
2022/11,0.0
2022/12,0.0
2023/01,0.4666666666666666
2023/02,0.4666666666666666
2023/03,0.4666666666666666
2023/04,0.3333333333333333
2023/05,0.3333333333333333
2023/06,0.3333333333333333
2023/07,0.43333333333333335
2023/08,0.43333333333333335
2023/09,0.43333333333333335
2023/10,0.6
2023/11,0.6
2023/12,0.6
2024/01,1.0
2024/02,1.0
2024/03,1.0
2024/04,0.3333333333333333
2024/05,0.3333333333333333
2024/06,0.3333333333333333
