변환,GDP_변동률,원유_변동률,미국금리,생산자물가지수(PPI)_증감률률,소비자물가지수(CPI)_변동률,실업률,환율_변동율,기업대출,가계대출,신용카드대출,주택매매가격지수_변동율,통화량_변동율,기준금리
1954/07,,,0.25,,,,,,,,,,
1954/08,,,1.44,,,,,,,,,,
1954/09,,,1.44,,,,,,,,,,
1954/10,,,1.13,,,,,,,,,,
1954/11,,,1.38,,,,,,,,,,
1954/12,,,1.44,,,,,,,,,,
1955/01,,,1.44,,,,,,,,,,
1955/02,,,1.44,,,,,,,,,,
1955/03,,,1.44,,,,,,,,,,
1955/04,,,1.69,,,,,,,,,,
1955/05,,,1.69,,,,,,,,,,
1955/06,,,1.69,,,,,,,,,,
1955/07,,,1.75,,,,,,,,,,
1955/08,,,2.0,,,,,,,,,,
1955/09,,,2.19,,,,,,,,,,
1955/10,,,2.25,,,,,,,,,,
1955/11,,,2.44,,,,,,,,,,
1955/12,,,2.5,,,,,,,,,,
1956/01,,,2.5,,,,,,,,,,
1956/02,,,2.5,,,,,,,,,,
1956/03,,,2.5,,,,,,,,,,
1956/04,,,2.75,,,,,,,,,,
1956/05,,,2.75,,,,,,,,,,
1956/06,,,2.75,,,,,,,,,,
1956/07,,,2.69,,,,,,,,,,
1956/08,,,3.0,,,,,,,,,,
1956/09,,,3.0,,,,,,,,,,
1956/10,,,3.0,,,,,,,,,,
1956/11,,,3.0,,,,,,,,,,
1956/12,,,3.0,,,,,,,,,,
1957/01,,,3.0,,,,,,,,,,
1957/02,,,3.0,,,,,,,,,,
1957/03,,,2.94,,,,,,,,,,
1957/04,,,3.0,,,,,,,,,,
1957/05,,,3.0,,,,,,,,,,
1957/06,,,3.0,,,,,,,,,,
1957/07,,,2.88,,,,,,,,,,
1957/08,,,3.5,,,,,,,,,,
1957/09,,,3.5,,,,,,,,,,
1957/10,,,3.5,,,,,,,,,,
1957/11,,,3.0,,,,,,,,,,
1957/12,,,3.0,,,,,,,,,,
1958/01,,,1.5,,,,,,,,,,
1958/02,,,0.5,,,,,,,,,,
1958/03,,,0.5,,,,,,,,,,
1958/04,,,0.25,,,,,,,,,,
1958/05,,,0.13,,,,,,,,,,
1958/06,,,0.5,,,,,,,,,,
1958/07,,,0.38,,,,,,,,,,
1958/08,,,1.75,,,,,,,,,,
1958/09,,,1.5,,,,,,,,,,
1958/10,,,2.0,,,,,,,,,,
1958/11,,,2.5,,,,,,,,,,
1958/12,,,2.38,,,,,,,,,,
1959/01,,,2.5,,,,,,,,,,
1959/02,,,2.5,,,,,,,,,,
1959/03,,,3.0,,,,,,,,,,
1959/04,,,3.0,,,,,,,,,,
1959/05,,,3.25,,,,,,,,,,
1959/06,,,3.0,,,,,,,,,,
1959/07,,,3.5,,,,,,,,,,
1959/08,,,3.5,,,,,,,,,,
1959/09,,,3.0,,,,,,,,,,
1959/10,,,4.0,,,,,,,,,,
1959/11,,,4.0,,,,,,,,,,
1959/12,,,4.0,,,,,,,,,,
1960/01,,,4.0,,,,,,,,,,
1960/02,,,4.0,,,,,,,,,,
1960/03,,,4.0,,,,,,,,,,
1960/04,,,4.0,,,,,,,,,,
1960/05,,,3.5,,,,,,,,,,
1960/06,,,3.5,,,,,,,,,,
1960/07,,,3.25,,,,,,,,,,
1960/08,,,3.0,,,,,,,,,,
1960/09,,,3.0,,,,,,,,,,
1960/10,,,2.75,,,,,,,,,,
1960/11,,,0.25,,,,,,,,,,
1960/12,,,3.0,,,,,,,,,,
1961/01,,,2.25,,,,,,,,,,
1961/02,,,2.0,,,,,,,,,,
1961/03,,,2.0,,,,,,,,,,
1961/04,,,0.5,,,,,,,,,,
1961/05,,,1.0,,,,,,,,,,
1961/06,,,0.5,,,,,,,,,,
1961/07,,,2.5,,,,,,,,,,
1961/08,,,1.75,,,,,,,,,,
1961/09,,,1.5,,,,,,,,,,
1961/10,,,2.0,,,,,,,,,,
1961/11,,,1.75,,,,,,,,,,
1961/12,,,2.5,,,,,,,,,,
1962/01,,,1.5,,,,,,,,,,
1962/02,,,2.75,,,,,,,,,,
1962/03,,,2.75,,,,,,,,,,
1962/04,,,2.5,,,,,,,,,,
1962/05,,,2.75,,,,,,,,,,
1962/06,,,2.75,,,,,,,,,,
1962/07,,,2.75,,,,,,,,,,
1962/08,,,3.0,,,,,,,,,,
1962/09,,,2.75,,,,,,,,,,
1962/10,,,3.0,,,,,,,,,,
1962/11,,,2.88,,,,,,,,,,
1962/12,,,3.0,,,,,,,,,,
1963/01,,,3.0,,,,,,,,,,
1963/02,,,3.0,,,,,,,,,,
1963/03,,,3.0,,,,,,,,,,
1963/04,,,3.0,,,,,,,,,,
1963/05,,,3.0,,,,,,,,,,
1963/06,,,3.0,,,,,,,,,,
1963/07,,,3.5,,,,,,,,,,
1963/08,,,3.5,,,,,,,,,,
1963/09,,,3.5,,,,,,,,,,
1963/10,,,3.5,,,,,,,,,,
1963/11,,,3.5,,,,,,,,,,
1963/12,,,3.25,,,,,,,,,,
1964/01,,,3.5,,,,,,,,,,
1964/02,,,3.5,,,,,,,,,,
1964/03,,,3.5,,,,,,,,,,
1964/04,,,3.5,,,,,,,,,,
1964/05,,,3.5,,,,,,,,,,
1964/06,,,3.5,,,,0.0,,,,,,
1964/07,,,3.5,,,,0.0,,,,,,
1964/08,,,3.5,,,,0.0,,,,,,
1964/09,,,2.75,,,,0.0,,,,,,
1964/10,,,3.5,,,,0.0,,,,,,
1964/11,,,4.0,,,,0.0,,,,,,
1964/12,,,4.0,,,,0.0,,,,,,
1965/01,,,4.0,,,,0.0,,,,,,
1965/02,,,4.0,0.8,2.2,,0.0,,,,,,
1965/03,,,4.0,-0.8,0.2,,1.0,,,,,,
1965/04,,,4.13,0.0,1.6,,0.4,,,,,,
1965/05,,,4.13,2.0,2.0,,2.7,,,,,,
1965/06,,,4.13,2.0,-0.9,,0.7,,,,,,
1965/07,,,4.13,0.4,1.3,,1.2,,,,,,
1965/08,,,4.0,0.0,1.1,,0.3,,,,,,
1965/09,,,4.13,0.4,-0.5,,-0.1,,,,,,
1965/10,,,4.13,-0.2,-0.6,,-0.1,,,,,,
1965/11,,,4.13,-0.2,-1.7,,-0.1,,,,,,
1965/12,,,4.63,0.6,0.3,,0.0,,,,,,
1966/01,,,4.5,0.8,2.4,,0.0,,,,,,
1966/02,,,4.63,1.5,2.8,,0.0,,,,,,
1966/03,,,4.75,0.6,1.6,,-0.9,,,,,,
1966/04,,,4.63,1.7,1.0,,0.8,,,,,,
1966/05,,,4.75,1.9,2.8,,-0.1,,,,,,
1966/06,,,5.5,1.5,0.1,,0.0,,,,,,
1966/07,,,5.75,0.5,-0.4,,0.0,,,,,,
1966/08,,,4.5,0.5,2.1,,0.0,,,,,,
1966/09,,,5.75,0.0,1.9,,0.0,,,,,,
1966/10,,,5.75,0.0,2.6,,0.0,,,,,,
1966/11,,,5.75,-0.7,-2.5,,0.0,,,,,,
1966/12,,,5.0,0.4,0.1,,0.0,,,,,,
1967/01,,,4.0,-0.5,0.6,,-0.3,,,,,,
1967/02,,,4.75,0.7,1.4,,-0.2,,,,,,
1967/03,,,4.5,0.5,1.4,,0.0,,,,,,
1967/04,,,4.0,2.1,2.7,,0.1,,,,,,
1967/05,,,4.13,1.2,1.0,,0.0,,,,,,
1967/06,,,3.5,0.3,-1.1,,0.0,,,,,,
1967/07,,,3.75,0.3,0.2,,0.0,,,,,,
1967/08,,,4.0,0.7,1.2,,0.0,,,,,,
1967/09,,,3.75,0.5,1.6,,0.1,,,,,,
1967/10,,,4.13,0.2,1.6,,0.0,,,,,,
1967/11,,,4.5,0.7,0.6,,0.0,,,,,,
1967/12,,,4.5,0.2,-0.1,,1.4,,,,,,
1968/01,,,4.75,1.7,2.0,,0.1,,,,,,
1968/02,,,4.75,1.5,1.5,,0.0,,,,,,
1968/03,,,5.25,0.6,1.0,,0.0,,,,,,
1968/04,,,6.25,0.5,-0.1,,0.0,,,,,,
1968/05,,,6.13,0.3,0.2,,0.0,,,,,,
1968/06,,,5.5,0.3,0.4,,0.0,,,,,,
1968/07,,,6.0,0.2,-0.1,,0.0,,,,,,
1968/08,,,5.75,0.2,0.6,,0.2,,,,,,
1968/09,,,5.5,-0.2,0.5,,1.0,,,,,,
1968/10,,,6.0,1.6,2.7,,0.8,,,,,,
1968/11,,,6.0,1.3,2.4,,0.4,,,,,,
1968/12,,,4.0,-0.8,-0.6,,0.1,,,,,,
1969/01,,,6.38,1.6,2.6,,0.0,,,,,,
1969/02,,,7.0,1.1,0.6,,0.2,,,,,,
1969/03,,,6.25,0.3,0.8,,0.3,,,,,,
1969/04,,,8.0,0.5,0.5,,0.3,,,,,,
1969/05,,,9.38,0.6,0.6,,0.3,,,,,,
1969/06,,,7.5,0.4,0.4,,0.2,,,,,,
1969/07,,,8.75,0.1,0.0,,0.1,,,,,,
1969/08,,,9.75,0.0,0.5,,0.5,,,,,,
1969/09,,,8.5,0.6,3.2,,0.5,,,,,,
1969/10,,,9.0,0.6,2.7,,0.7,,,,,,
1969/11,,,9.25,0.4,1.1,,4.7,,,,,,
1969/12,,,5.0,1.0,2.2,,0.2,,,,,,
1970/01,,,9.38,2.5,1.4,,0.1,,,,,,
1970/02,,,8.5,0.8,2.0,,0.3,,,,,,
1970/03,,,7.5,1.0,2.2,,0.3,,,,,,
1970/04,,,8.5,1.2,2.1,,0.4,,,,,,
1970/05,,,7.88,0.4,-1.0,,0.3,,,,,,
1970/06,,,5.75,0.0,-2.1,,0.4,,,,,,
1970/07,,,6.75,0.1,0.7,,0.5,,,,,,
1970/08,,,6.5,0.3,0.7,,0.3,,,,,,
1970/09,,,5.0,1.0,2.4,,0.3,,,,,,
1970/10,,,6.13,0.0,2.0,,0.2,,,,,,
1970/11,,,5.5,0.9,-0.2,,0.3,,,,,,
1970/12,,,3.0,0.7,3.5,,0.3,,,,,,
1971/01,,,4.0,0.5,2.6,,0.5,,,,,,
1971/02,,,3.38,0.5,2.0,,0.6,,,,,,
1971/03,,,4.5,0.3,1.9,,0.6,,,,,,
1971/04,,,4.25,0.5,-0.4,,0.6,,,,,,
1971/05,,,4.88,0.9,-1.8,,0.7,,,,,,
1971/06,,,4.75,1.7,-0.2,,2.0,,,,,,
1971/07,,,5.5,-0.4,1.8,,11.6,,,,,,
1971/08,,,5.75,0.9,0.9,,0.0,,,,,,
1971/09,,,5.38,3.5,1.7,,0.0,,,,,,
1971/10,,,5.13,1.9,-0.8,,0.0,,,,,,
1971/11,,,4.25,1.0,0.2,,0.0,,,,,,
1971/12,,,3.0,0.9,1.0,,0.4,,,,,,
1972/01,,,3.13,0.8,1.5,,0.7,,,,,,
1972/02,,,3.25,2.3,3.2,,1.2,,,,,,
1972/03,,,4.0,1.9,2.8,,1.4,,,,,,
1972/04,,,4.31,0.7,0.7,,1.4,,,,,,
1972/05,,,4.75,0.9,0.4,,1.2,,,,,,
1972/06,,,4.5,0.3,0.5,,1.0,,,,,,
1972/07,,,4.5,0.3,1.1,,0.2,,,,,,
1972/08,,,5.13,0.8,1.6,,-0.1,,,,,,
1972/09,,,4.88,-0.3,0.1,,-0.1,,,,,,
1972/10,,,4.88,-0.4,-1.1,,0.0,,,,,,
1972/11,,,5.19,0.1,-1.8,,0.0,,,,,,
1972/12,,,5.5,0.8,0.1,,0.1,,,,,,
1973/01,,,6.5,0.5,0.3,,0.0,,,,,,
1973/02,,,7.5,0.4,0.3,,0.0,,,,,,
1973/03,,,7.38,0.3,0.2,,0.0,,,,,,
1973/04,,,7.63,0.5,0.5,,0.0,,,,,,
1973/05,,,8.13,0.7,0.6,,0.0,,,,,,
1973/06,,,8.88,0.2,-0.2,,0.0,,,,,,
1973/07,,,11.22,0.8,0.5,,0.0,,,,,,
1973/08,,,11.22,2.1,1.0,,0.0,,,,,,
1973/09,,,10.82,1.6,0.8,,-0.2,,,,,,
1973/10,,,10.61,0.2,0.1,,-0.1,,,,,,
1973/11,,,10.34,1.2,1.2,,-0.1,,,,,,
1973/12,,,9.83,5.6,2.8,,0.0,,,,,,
1974/01,,,9.31,4.9,4.3,,0.2,,,,,,
1974/02,,,8.87,14.5,5.3,,0.1,,,,,,
1974/03,,,9.95,3.0,3.8,,0.1,,,,,,
1974/04,,,11.0,4.2,1.9,,0.1,,,,,,
1974/05,,,11.64,0.7,0.5,,0.0,,,,,,
1974/06,,,13.31,1.2,-0.7,,0.0,,,,,,
1974/07,,,12.06,1.1,2.2,,0.0,,,,,,
1974/08,,,11.6,0.9,3.1,,0.0,,,,,,
1974/09,,,11.11,-0.4,1.7,,0.0,,,,,,
1974/10,,,9.66,0.4,-0.9,,0.0,,,,,,
1974/11,,,9.47,2.2,1.3,,0.0,,,,,,
1974/12,,,3.87,5.6,1.6,,17.0,,,,,,
1975/01,,,6.76,6.0,3.5,,3.6,,,,,,
1975/02,,,6.07,1.2,1.8,,0.0,,,,,,
1975/03,,,5.39,0.5,1.9,,0.0,,,,,,
1975/04,,,7.03,2.7,3.2,,0.0,,,,,,
1975/05,,,5.23,2.3,3.6,,0.0,,,,,,
1975/06,,,5.97,1.0,1.3,,0.0,,,,,,
1975/07,,,6.23,0.3,1.8,,0.0,,,,,,
1975/08,,,6.13,0.4,2.2,,0.0,,,,,,
1975/09,,,6.22,0.6,3.5,,0.0,,,,,,
1975/10,,,5.65,1.2,1.4,,0.0,,,,,,
1975/11,,,5.29,0.4,-0.7,,0.0,,,,,,
1975/12,,,5.37,1.5,0.5,,0.0,,,,,,
1976/01,,,4.84,2.9,0.6,,0.0,,,,,,
1976/02,,,4.89,0.5,1.1,,0.0,,,,,,
1976/03,,,5.07,0.6,1.7,,0.0,,,,,,
1976/04,,,5.1,0.6,1.1,,0.0,,,,,,
1976/05,,,5.67,0.8,0.6,,0.0,,,,,,
1976/06,,,5.71,0.6,1.0,,0.0,,,,,,
1976/07,,,5.32,0.6,1.9,,0.0,,,,,,
1976/08,,,5.31,0.5,1.0,,0.0,,,,,,
1976/09,,,5.31,0.7,0.8,,0.0,,,,,,
1976/10,,,5.02,0.4,-1.1,,0.0,,,,,,
1976/11,,,4.69,0.9,-0.1,,0.0,,,,,,
1976/12,,,4.17,0.1,0.6,,0.0,,,,,,
1977/01,,,4.65,1.1,0.7,,0.0,,,,,,
1977/02,,,4.73,2.2,2.4,,0.0,,,,,,
1977/03,,,4.72,0.5,1.4,,0.0,,,,,,
1977/04,,,5.12,0.4,0.1,,0.0,,,,,,
1977/05,,,5.47,0.6,1.0,,0.0,,,,,,
1977/06,,,5.64,0.9,1.0,,0.0,,,,,,
1977/07,,,5.86,0.5,1.3,,0.0,,,,,,
1977/08,,,6.03,0.7,1.3,,0.0,,,,,,
1977/09,,,6.46,0.7,0.3,,0.0,,,,,,
1977/10,,,6.6,0.4,-0.3,,0.0,,,,,,
1977/11,,,6.56,0.4,0.4,,0.0,,,,,,
1977/12,,,6.53,1.3,0.9,,0.0,,,,,,
1978/01,,,6.79,2.3,2.9,,0.0,,,,,,
1978/02,,,6.83,1.8,2.1,,0.0,,,,,,
1978/03,,,6.97,0.3,1.3,,0.0,,,,,,
1978/04,,,7.25,0.6,-0.1,,0.0,,,,,,
1978/05,,,7.43,0.9,1.0,,0.0,,,,,,
1978/06,,,8.01,1.3,2.8,,0.0,,,,,,
1978/07,,,8.0,0.5,1.4,,0.0,,,,,,
1978/08,,,8.4,0.1,0.2,,0.0,,,,,,
1978/09,,,8.9,1.9,2.0,,0.0,,,,,,
1978/10,,,9.35,1.1,0.9,,0.0,,,,,,
1978/11,,,9.94,0.7,0.5,,0.0,,,,,,
1978/12,,,10.84,0.3,0.4,,0.0,,,,,,
1979/01,,,10.57,0.6,0.9,,0.0,,,,,,
1979/02,,,10.24,1.5,3.5,,0.0,,,,,,
1979/03,,,10.07,2.4,1.8,,0.0,,,,,,
1979/04,,,10.43,2.7,2.4,,0.0,,,,,,
1979/05,,,10.31,2.8,3.1,,0.0,,,,,,
1979/06,,,10.54,0.6,0.9,,0.0,,,,,,
1979/07,,,10.81,5.1,0.5,,0.0,,,,,,
1979/08,,,11.29,3.1,0.3,,0.0,,,,,,
1979/09,,,12.16,1.3,1.4,,0.0,,,,,,
1979/10,,,14.82,0.7,0.7,,0.0,,,,,,
1979/11,,,13.96,-0.2,1.5,,0.0,,,,,,
1979/12,,,14.77,1.0,2.4,,0.0,,,,,,
1980/01,,,13.4,4.4,4.3,,14.0,,,,,,
1980/02,,,16.33,13.8,4.3,,5.1,,,,,,
1980/03,,,19.85,3.7,3.7,,0.6,,,,,,
1980/04,,,14.64,1.3,0.7,,1.1,,,,,,
1980/05,,,11.06,1.8,3.1,,0.6,,,,,,
1980/06,,,10.44,0.1,1.2,,0.9,,,,,,
1980/07,,,9.93,0.7,0.8,,1.1,,,,,,
1980/08,,,10.74,2.2,1.7,,1.7,,,,,,
1980/09,,,13.19,1.6,1.9,,0.5,,,,,,
1980/10,,,13.77,1.3,2.8,,3.2,,,,,,
1980/11,,,18.56,1.5,0.6,,2.8,,,,,,
1980/12,,,22.0,3.8,3.2,,0.5,,,,,,
1981/01,,,17.25,1.5,1.6,,0.3,,,,,,
1981/02,,,15.53,0.8,0.8,,0.8,,,,,,
1981/03,,,14.63,1.0,1.9,,0.6,,,,,,
1981/04,,,18.92,2.5,0.9,,0.7,,,,,,
1981/05,,,17.56,2.9,2.2,,0.8,,,,,,
1981/06,,,18.64,1.0,2.8,,0.3,,,,,,
1981/07,,,17.46,0.2,1.0,,0.3,,,,,,
1981/08,,,16.83,0.6,1.1,,0.1,,,,,,
1981/09,,,16.58,0.5,1.3,,-0.2,,,,,,
1981/10,,,14.44,-0.1,-0.2,,0.2,,,,,,
1981/11,,,12.44,-1.1,-0.9,,0.2,,,,,,
1981/12,,,13.13,1.1,0.6,,1.1,,,,,,
1982/01,,,14.21,0.7,0.5,,1.4,,,,,,
1982/02,,,13.74,0.7,0.5,,0.6,,,,,,
1982/03,,,16.8,-0.2,0.9,,0.7,,,,,,
1982/04,,,15.28,0.1,0.2,,0.8,,,,,,
1982/05,,,13.38,0.3,0.8,,0.6,,,,,,
1982/06,,,14.58,-0.1,0.6,,1.8,,,,,,
1982/07,,,11.41,0.4,0.2,,0.4,,,,,,
1982/08,,,10.63,-0.2,0.3,,0.1,,,,,,
1982/09,,,12.17,0.4,0.5,,0.1,,,,,,
1982/10,,,9.41,-0.1,-0.2,,0.2,,,,,,
1982/11,,,8.93,0.0,-0.6,,0.2,,,,,,
1982/12,,,11.2,0.4,1.1,,0.1,,,,,,
1983/01,,,8.56,0.4,0.8,,0.6,,,,,,
1983/02,,,8.53,-0.2,0.7,,0.3,,,,,,
1983/03,,,10.81,-0.3,0.4,,0.8,,,,,,
1983/04,,,8.84,-0.1,-0.3,,0.9,,,,,,
1983/05,,,8.94,-0.5,0.3,,0.4,,,,,,
1983/06,,,10.06,-0.3,-0.1,,0.9,,,,,,
1983/07,,,9.52,-0.2,0.0,,0.5,,,,,,
1983/08,,,9.59,0.2,0.1,,0.9,,,,,,
1983/09,,,10.59,0.3,0.1,,0.4,,,,,,
1983/10,,,9.43,-0.3,-0.1,,0.1,,,,,,
1983/11,,,9.34,0.0,-0.2,,0.7,,,,,,
1983/12,,,9.92,0.2,0.3,,0.3,,,,,,
1984/01,,,9.35,0.1,0.6,,0.0,,,,,,
1984/02,,,9.45,0.2,0.9,,-0.2,,,,,,
1984/03,,,10.24,0.0,0.4,,-0.5,,,,,,
1984/04,,,10.9,0.6,0.3,,0.3,,,,,,
1984/05,,,10.81,-0.4,-0.1,,0.6,,,,,,
1984/06,,,10.85,-0.4,-0.5,,0.1,,,,,,
1984/07,,,11.83,0.3,0.0,,1.1,,,,,,
1984/08,,,11.64,0.8,0.5,,0.0,,,,,,
1984/09,,,11.23,1.1,1.2,,0.5,,,,,,
1984/10,,,9.99,-0.7,-0.5,,0.6,,,,,,
1984/11,,,8.92,-0.4,-0.2,,-0.2,,,,,,
1984/12,,,8.74,0.3,0.0,,0.9,,,,,,
1985/01,,,8.73,0.2,0.3,,0.8,,,,,,
1985/02,,,8.74,-0.1,0.7,,0.8,,,,,,
1985/03,,,8.58,-0.4,0.1,,1.4,,,,,,
1985/04,,,8.58,0.5,0.1,,1.2,,,,,,
1985/05,,,7.64,-0.1,0.7,,1.1,,,,,,
1985/06,,,7.95,0.0,0.1,,0.5,,,,,,
1985/07,,,8.61,0.1,0.0,,0.2,,,,,,
1985/08,,,7.8,0.0,0.2,,1.0,,,,,,
1985/09,,,8.84,0.3,1.1,,1.0,,,,,,
1985/10,,,8.08,0.1,0.3,,0.1,,,,,,
1985/11,,,8.54,-0.6,-1.2,,-0.1,,,,,,
1985/12,,,7.75,0.5,0.6,,0.0,,,,,,
1986/01,,,7.75,0.2,0.9,,0.0,,,,,,
1986/02,,,7.75,-0.7,0.6,,-0.5,,,,,0.8,
1986/03,,,7.25,-0.9,0.2,,-0.2,,,,,2.5,
1986/04,,,6.75,-0.5,-0.1,,0.1,,,,,1.3,
1986/05,,,6.813,0.1,0.6,,0.2,,,,,2.2,
1986/06,,,6.875,-0.3,-0.2,,0.1,,,,,1.8,
1986/07,,,6.375,0.1,0.1,,-0.4,,,,,1.9,
1986/08,,,5.875,0.0,-0.1,,-0.3,,,,,2.2,
1986/09,,,5.875,0.3,0.6,,-0.4,,,,,3.5,
1986/10,,,5.875,-0.9,-1.0,,-0.5,,,,,1.3,
1986/11,,,5.875,-0.1,-0.2,,-0.6,,,,,1.8,
1986/12,,,5.875,0.1,0.0,,-0.6,,,,,2.7,
1987/01,,,6.0,0.1,0.4,,-0.7,,,,,1.4,
1987/02,,,6.0,0.2,0.2,,-0.3,,,,,1.8,
1987/03,,,6.0,0.3,0.8,,-0.5,,,,,3.4,
1987/04,,,6.5,0.8,0.6,,-1.3,,,,,2.6,
1987/05,,,6.75,0.4,1.5,,-1.5,,,,,2.9,
1987/06,,,6.75,-0.8,-0.1,,-1.7,,,,,2.0,
1987/07,,,6.625,0.0,-0.3,,-0.8,,,,,1.5,
1987/08,,,6.75,0.5,1.4,,0.0,,,,,1.8,
1987/09,,,7.313,0.5,0.7,,-0.2,,,,,3.3,
1987/10,,,7.313,-0.2,0.1,,-0.2,,,,,2.0,
1987/11,,,6.813,-0.4,-0.2,,-0.7,,,,,0.9,
1987/12,,,6.813,1.2,0.8,,-0.5,,,,,4.5,
1988/01,,,6.625,0.6,0.6,,-0.9,,,,,3.3,
1988/02,,,6.5,0.6,1.6,,-1.8,,,,,0.9,
1988/03,,,6.75,-0.2,1.4,,-2.6,,,,,2.6,
1988/04,,,6.75,-0.3,-0.2,,-1.6,,,,,1.8,
1988/05,,,7.25,0.4,0.5,,-0.8,,,,,1.0,
1988/06,,,7.438,0.1,0.6,,-0.8,,,,,2.7,
1988/07,,,7.688,0.4,0.2,,-0.5,,,,,1.6,
1988/08,,,8.125,0.5,0.5,,-0.4,,,,,3.4,
1988/09,,,8.125,-0.3,0.3,,-0.4,,,,,2.9,
1988/10,,,8.125,-0.6,-0.3,,-1.5,,,,,1.6,
1988/11,,,8.375,0.6,0.8,,-2.3,,,,,1.8,
1988/12,,,8.688,0.5,0.9,,-1.2,,,,,3.1,
1989/01,,,9.0,-0.2,0.2,,-0.4,,,,,1.7,
1989/02,,,9.75,0.2,0.3,,-0.8,,,,,0.9,
1989/03,,,9.75,0.0,0.7,,-0.6,,,,,2.3,
1989/04,,,9.75,0.4,0.4,,-0.8,,,,,1.1,
1989/05,,,9.813,0.4,1.3,,-0.1,,,,,1.1,
1989/06,,,9.563,0.0,0.2,,0.0,,,,,0.7,
1989/07,,,9.063,-0.7,-0.1,,0.1,,,,,1.5,
1989/08,,,9.063,0.4,0.8,,0.2,,,,,0.6,
1989/09,,,9.063,0.6,0.9,,0.2,,,,,4.0,
1989/10,,,8.75,0.2,0.2,,0.2,,,,,1.4,
1989/11,,,8.5,-0.3,0.2,,0.2,,,,,1.3,
1989/12,,,8.25,0.1,-0.1,,0.4,,,,,3.5,
1990/01,,,8.25,1.1,2.3,,1.2,,,,,4.9,
1990/02,,-4.2,8.25,0.1,0.6,,0.9,,,,,1.1,
1990/03,,-6.533333333333334,8.25,0.4,1.0,,1.1,,,,,2.6,
1990/04,,-9.066666666666666,8.25,0.6,1.1,,1.2,,,,,1.8,
1990/05,,0.2666666666666666,8.25,0.7,1.1,,0.5,,,,,1.6,
1990/06,,-8.5,8.25,0.3,0.5,,0.9,,,,,1.5,
1990/07,,13.066666666666668,8.0,-0.1,0.3,,0.1,,,,,1.0,
1990/08,,54.633333333333326,8.0,0.4,0.4,,-0.1,,,,,-0.8,
1990/09,,24.4,8.0,1.3,0.6,,-0.1,,,,,5.7,
1990/10,,5.466666666666666,7.75,0.9,0.3,,0.0,,,,,1.4,
1990/11,,-10.166666666666666,7.5,0.1,0.1,,-0.1,,,,,1.8,
1990/12,,-16.3,7.0,1.1,0.6,,0.2,,,,,4.1,
1991/01,,-12.533333333333331,6.75,0.6,2.1,,0.3,,,,,1.1,
1991/02,,-20.933333333333334,6.25,0.4,1.3,,0.5,,,,,1.6,
1991/03,,0.3,6.0,0.1,1.2,,0.5,,,,,1.7,
1991/04,,2.033333333333333,5.75,0.0,0.5,,0.1,,,,,0.6,
1991/05,,1.7666666666666668,5.75,-0.1,0.3,,0.0,,,,,1.4,
1991/06,,-4.633333333333333,5.75,0.0,0.6,,0.0,,,,,0.9,
1991/07,,6.1000000000000005,5.75,-0.1,0.6,,0.5,,,,,1.9,
1991/08,,1.7666666666666666,5.5,0.5,0.8,,0.3,,,,,0.3,
1991/09,,3.9666666666666655,5.25,0.1,0.5,,1.2,,,,,3.1,
1991/10,,6.833333333333333,5.0,0.1,0.2,,1.2,,,,,2.2,
1991/11,,-3.8,4.75,0.0,0.4,,0.5,,,,,1.3,
1991/12,,-14.4,4.0,0.3,0.2,,0.6,,,,,1.3,
1992/01,,-1.4666666666666668,4.0,0.4,0.7,,0.7,,,,,2.2,
1992/02,,1.4666666666666666,4.0,0.1,0.6,,0.4,,,,,1.3,
1992/03,,-1.0,4.0,0.4,1.1,,0.7,,,,,1.5,
1992/04,,6.766666666666667,3.75,0.1,0.6,,0.9,,,,,1.6,
1992/05,,4.833333333333333,3.75,0.3,0.6,,0.6,,,,,1.4,
1992/06,,6.966666666666666,3.75,0.4,0.2,,0.8,,,,,0.5,
1992/07,,-3.233333333333333,3.25,0.7,0.4,,-0.2,,,,,1.9,
1992/08,,-2.733333333333333,3.25,0.0,0.2,,0.3,,,,,1.2,
1992/09,,2.733333333333333,3.0,-0.4,0.3,,-0.5,,,,,1.4,
1992/10,,-0.6666666666666666,3.0,-0.3,-0.1,,-0.2,,,,,2.7,
1992/11,,-5.766666666666667,3.0,-0.3,-0.5,,0.0,,,,,2.3,
1992/12,,-4.866666666666667,3.0,0.1,0.3,,0.6,,,,,1.7,
1993/01,,-3.866666666666667,3.0,0.4,0.8,,0.4,,,,,2.4,
1993/02,,5.133333333333334,3.0,0.0,0.7,,0.6,,,,,1.5,
1993/03,,1.6666666666666667,3.0,0.7,1.3,,-0.4,,,,,1.6,
1993/04,,-0.0333333333333333,3.0,0.3,0.6,,0.3,,,,,0.8,
1993/05,,-1.3666666666666665,3.0,0.1,0.3,,0.5,,,,,1.5,
1993/06,,-4.166666666666667,3.0,0.1,0.5,,0.3,,,,,1.5,
1993/07,,-6.766666666666667,3.0,-0.1,-0.1,,0.4,,,,,1.5,
1993/08,,1.3333333333333333,3.0,0.2,0.3,,0.3,,,,,1.6,
1993/09,,-3.4333333333333336,3.0,0.3,0.5,,0.0,,,,,1.7,
1993/10,,3.733333333333334,3.0,-0.3,0.4,,0.2,,,,,1.1,
1993/11,,-7.666666666666667,3.0,0.0,-0.2,,-0.4,,,,,1.1,
