변환,GDP_변동률,원유_변동률,미국금리,생산자물가지수(PPI)_증감률률,소비자물가지수(CPI)_변동률,실업률,환율_변동율,기업대출,가계대출,신용카드대출,주택매매가격지수_변동율,통화량_변동율,기준금리
2021/06,0.8333333333333334,8.166666666666666,0.125,0.5,0.0,3.7,-0.2,0.4,0.2,1.1,1.1,1.0,0.5
2021/07,0.6333333333333333,1.3666666666666665,0.125,1.0,0.2,3.3,2.0,0.4,0.2,1.2,0.9,0.9,0.5
2021/08,0.6333333333333333,-5.433333333333333,0.125,0.5,0.5,3.2,1.4,0.4,0.2,1.3,0.9,1.2,0.75
2021/09,0.6333333333333333,5.733333333333334,0.125,0.4,0.4,3.0,0.8,0.3,0.2,1.1,1.0,0.7,0.75
2021/10,0.6,12.6,0.125,1.0,0.2,3.2,1.1,0.3,0.2,1.3,0.9,0.8,0.75
2021/11,0.6,-3.266666666666666,0.125,0.7,0.5,3.1,0.0,0.4,0.2,1.3,0.6,1.4,1.0
2021/12,0.6,-8.1,0.125,0.0,0.2,3.4,0.1,0.3,0.2,1.1,0.3,0.7,1.0
2022/01,0.3333333333333333,15.066666666666668,0.125,1.1,0.8,3.4,0.9,0.3,0.2,1.2,0.1,0.4,1.25
2022/02,0.3333333333333333,9.933333333333332,0.125,0.5,0.5,2.8,0.4,0.3,0.2,1.3,0.1,0.6,1.25
2022/03,0.3333333333333333,18.366666666666664,0.375,1.5,0.6,2.8,1.9,0.3,0.2,1.2,0.0,0.4,1.25
2022/04,0.3666666666666667,-5.333333333333333,0.375,1.6,0.7,2.8,0.9,0.3,0.2,1.2,0.0,0.1,1.5
2022/05,0.3666666666666667,6.066666666666666,0.875,0.7,0.6,2.9,3.0,0.3,0.2,1.2,0.0,0.6,1.75
2022/06,0.3666666666666667,4.4,1.625,0.6,0.7,2.9,0.6,0.3,0.2,1.1,0.0,0.6,1.75
2022/07,-0.1666666666666666,-10.666666666666666,2.375,0.3,0.5,2.9,2.4,0.3,0.2,1.2,0.0,0.3,2.25
2022/08,-0.1666666666666666,-6.633333333333333,2.375,-0.4,-0.1,2.6,0.8,0.3,0.2,1.2,-0.3,0.5,2.5
2022/09,-0.1666666666666666,-7.766666666666667,3.125,0.1,0.2,2.8,5.5,0.3,0.2,1.1,-0.6,0.2,2.5
2022/10,0.0,2.8000000000000003,3.125,0.5,0.3,2.8,2.5,0.3,0.2,1.2,-0.8,0.3,3.0
2022/11,0.0,-4.633333333333334,3.875,-0.3,-0.1,2.7,-4.4,0.3,0.3,1.3,-1.4,0.9,3.25
2022/12,0.0,-9.466666666666669,4.375,-0.4,0.2,3.0,-5.0,0.3,0.3,1.3,-2.0,-0.2,3.25
2023/01,0.4666666666666666,3.5666666666666664,4.375,0.4,0.7,2.9,-3.8,0.4,0.3,1.4,-1.5,-0.1,3.5
2023/02,0.4666666666666666,-0.5333333333333333,4.625,0.2,0.2,2.6,1.9,0.4,0.3,1.7,-1.1,0.3,3.5
2023/03,0.4666666666666666,-4.566666666666666,4.875,0.1,0.2,2.7,2.8,0.4,0.3,1.5,-0.8,0.1,3.5
2023/04,0.3333333333333333,6.633333333333333,4.875,-0.1,0.2,2.6,1.1,0.5,0.4,1.7,-0.4,-0.5,3.5
2023/05,0.3333333333333333,-9.666666666666668,5.125,-0.4,0.3,2.6,0.6,0.5,0.4,1.7,-0.2,-0.2,3.5
2023/06,0.3333333333333333,-1.0,5.125,-0.2,0.0,2.6,-2.4,0.4,0.3,1.5,-0.1,0.4,3.5
2023/07,0.4333333333333333,7.5,5.375,0.2,0.1,2.8,-0.8,0.5,0.4,1.6,0.1,0.5,3.5
2023/08,0.4333333333333333,6.833333333333333,5.375,0.8,0.9,2.5,2.5,0.6,0.4,1.8,0.1,0.2,3.5
2023/09,0.4333333333333333,8.933333333333334,5.375,0.5,0.5,2.6,0.8,0.5,0.4,1.6,0.2,0.5,3.5
2023/10,0.6,-4.333333333333333,5.375,-0.1,0.4,2.5,1.6,0.6,0.4,1.7,0.2,0.2,3.5
2023/11,0.6,-7.900000000000001,5.375,-0.4,-0.5,2.8,-3.0,0.6,0.4,1.8,0.1,1.0,3.5
2023/12,0.6,-6.333333333333333,5.375,0.1,0.0,3.2,-0.5,0.6,0.4,1.6,-0.1,0.5,3.5
2024/01,1.0,2.4333333333333336,5.375,0.5,0.4,3.0,1.5,0.6,0.4,1.7,-0.2,-0.2,3.5
2024/02,1.0,4.0,5.375,0.3,0.5,2.6,0.6,0.7,0.4,2.0,-0.1,0.7,3.5
2024/03,1.0,4.566666666666667,5.375,0.2,0.1,2.8,-0.1,0.6,0.4,1.8,-0.1,1.6,3.5
2024/04,0.3333333333333333,4.8,5.375,0.3,0.1,2.8,2.8,0.6,0.4,1.8,-0.1,0.3,3.5
2024/05,0.3333333333333333,-6.6000000000000005,5.375,0.1,0.1,2.8,-0.2,0.7,0.4,1.9,0.0,-0.1,3.5
2024/06,0.3333333333333333,-0.3333333333333333,5.375,0.0,-0.2,2.8,1.1,0.5,0.4,1.7,0.1,0.6,3.5
2024/07,,1.7666666666666668,5.375,0.3,0.3,2.5,0.2,0.7,0.4,1.8,0.1,0.6,3.5
2024/08,,-6.133333333333333,5.375,-0.2,0.4,2.4,-2.1,0.7,0.4,1.9,0.2,0.1,3.5
2024/09,,-7.833333333333333,4.875,-0.2,0.1,2.5,-1.4,,,,0.2,,3.5
2024/10,,2.833333333333333,,,0.0,,2.0,,,,,,3.25
