변환,원자료,전기대비증감,전기대비증감률
"2010/05","2.00","0.00","0.0"
"2010/06","2.00","0.00","0.0"
"2010/07","2.25","0.25","12.5"
"2010/08","2.25","0.00","0.0"
"2010/09","2.25","0.00","0.0"
"2010/10","2.25","0.00","0.0"
"2010/11","2.50","0.25","11.1"
"2010/12","2.50","0.00","0.0"
"2011/01","2.75","0.25","10.0"
"2011/02","2.75","0.00","0.0"
"2011/03","3.00","0.25","9.1"
"2011/04","3.00","0.00","0.0"
"2011/05","3.00","0.00","0.0"
"2011/06","3.25","0.25","8.3"
"2011/07","3.25","0.00","0.0"
"2011/08","3.25","0.00","0.0"
"2011/09","3.25","0.00","0.0"
"2011/10","3.25","0.00","0.0"
"2011/11","3.25","0.00","0.0"
"2011/12","3.25","0.00","0.0"
"2012/01","3.25","0.00","0.0"
"2012/02","3.25","0.00","0.0"
"2012/03","3.25","0.00","0.0"
"2012/04","3.25","0.00","0.0"
"2012/05","3.25","0.00","0.0"
"2012/06","3.25","0.00","0.0"
"2012/07","3.00","-0.25","-7.7"
"2012/08","3.00","0.00","0.0"
"2012/09","3.00","0.00","0.0"
"2012/10","2.75","-0.25","-8.3"
"2012/11","2.75","0.00","0.0"
"2012/12","2.75","0.00","0.0"
"2013/01","2.75","0.00","0.0"
"2013/02","2.75","0.00","0.0"
"2013/03","2.75","0.00","0.0"
"2013/04","2.75","0.00","0.0"
"2013/05","2.50","-0.25","-9.1"
"2013/06","2.50","0.00","0.0"
"2013/07","2.50","0.00","0.0"
"2013/08","2.50","0.00","0.0"
"2013/09","2.50","0.00","0.0"
"2013/10","2.50","0.00","0.0"
"2013/11","2.50","0.00","0.0"
"2013/12","2.50","0.00","0.0"
"2014/01","2.50","0.00","0.0"
"2014/02","2.50","0.00","0.0"
"2014/03","2.50","0.00","0.0"
"2014/04","2.50","0.00","0.0"
"2014/05","2.50","0.00","0.0"
"2014/06","2.50","0.00","0.0"
"2014/07","2.50","0.00","0.0"
"2014/08","2.25","-0.25","-10.0"
"2014/09","2.25","0.00","0.0"
"2014/10","2.00","-0.25","-11.1"
"2014/11","2.00","0.00","0.0"
"2014/12","2.00","0.00","0.0"
"2015/01","2.00","0.00","0.0"
"2015/02","2.00","0.00","0.0"
"2015/03","1.75","-0.25","-12.5"
"2015/04","1.75","0.00","0.0"
"2015/05","1.75","0.00","0.0"
"2015/06","1.50","-0.25","-14.3"
"2015/07","1.50","0.00","0.0"
"2015/08","1.50","0.00","0.0"
"2015/09","1.50","0.00","0.0"
"2015/10","1.50","0.00","0.0"
"2015/11","1.50","0.00","0.0"
"2015/12","1.50","0.00","0.0"
"2016/01","1.50","0.00","0.0"
"2016/02","1.50","0.00","0.0"
"2016/03","1.50","0.00","0.0"
"2016/04","1.50","0.00","0.0"
"2016/05","1.50","0.00","0.0"
"2016/06","1.25","-0.25","-16.7"
"2016/07","1.25","0.00","0.0"
"2016/08","1.25","0.00","0.0"
"2016/09","1.25","0.00","0.0"
"2016/10","1.25","0.00","0.0"
"2016/11","1.25","0.00","0.0"
"2016/12","1.25","0.00","0.0"
"2017/01","1.25","0.00","0.0"
"2017/02","1.25","0.00","0.0"
"2017/03","1.25","0.00","0.0"
"2017/04","1.25","0.00","0.0"
"2017/05","1.25","0.00","0.0"
"2017/06","1.25","0.00","0.0"
"2017/07","1.25","0.00","0.0"
"2017/08","1.25","0.00","0.0"
"2017/09","1.25","0.00","0.0"
"2017/10","1.25","0.00","0.0"
