변환,원자료,전기대비증감,전기대비증감률
"2022/10","1,426.66","35.07","2.5"
"2022/11","1,364.10","-62.56","-4.4"
"2022/12","1,296.22","-67.88","-5.0"
"2023/01","1,247.25","-48.97","-3.8"
"2023/02","1,270.74","23.49","1.9"
"2023/03","1,305.73","34.99","2.8"
"2023/04","1,320.01","14.28","1.1"
"2023/05","1,328.21","8.20","0.6"
"2023/06","1,296.71","-31.50","-2.4"
"2023/07","1,286.30","-10.41","-0.8"
"2023/08","1,318.47","32.17","2.5"
"2023/09","1,329.47","11.00","0.8"
"2023/10","1,350.69","21.22","1.6"
"2023/11","1,310.39","-40.30","-3.0"
"2023/12","1,303.98","-6.41","-0.5"
"2024/01","1,323.57","19.59","1.5"
"2024/02","1,331.74","8.17","0.6"
"2024/03","1,330.69","-1.05","-0.1"
"2024/04","1,367.83","37.14","2.8"
"2024/05","1,365.39","-2.44","-0.2"
"2024/06","1,380.13","14.74","1.1"
"2024/07","1,383.38","3.25","0.2"
"2024/08","1,354.15","-29.23","-2.1"
"2024/09","1,334.82","-19.33","-1.4"
"2024/10","1,361.00","26.18","2.0"
